image,illumination,geometry,glossiness,refsharp,contgloss,metallicness,lightness,anisotropy
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_2_sat_0_spec_0].jpg,6,7,3,1,2,2,2,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_2_sat_1_spec_0].jpg,6,7,3,2,3,1,4,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_2_sat_1_spec_1].jpg,6,7,2,2,2,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_2_sat_1_spec_2].jpg,6,7,4,1,1,3,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_3_black_spec_0].jpg,6,7,2,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_3_black_spec_1].jpg,6,7,5,4,4,3,3,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_white-paint_spec_hue_3_black_spec_2].jpg,6,7,4,1,1,3,1,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_0_sat_0_spec_0].jpg,6,7,1,1,1,1,1,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_0_sat_0_spec_1].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_0_sat_0_spec_2].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_0_sat_1_spec_0].jpg,6,7,1,1,1,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_0_sat_1_spec_1].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_0_sat_1_spec_2].jpg,6,7,1,2,2,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_1_sat_0_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_1_sat_1_spec_0].jpg,6,7,1,1,1,1,4,4
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_2_sat_0_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_2_sat_0_spec_1].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_2_sat_0_spec_2].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_2_sat_1_spec_0].jpg,6,7,1,1,1,1,2,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_2_sat_1_spec_1].jpg,6,7,3,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_diff_mix_yellow-plastic_spec_hue_2_sat_1_spec_2].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_hue_0_sat_0_spec_0].jpg,6,7,1,1,1,1,1,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_hue_0_sat_0_spec_1].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_hue_0_sat_0_spec_2].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_hue_0_sat_1_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_hue_0_sat_1_spec_1].jpg,6,7,1,1,1,1,3,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_hue_0_sat_1_spec_2].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_hue_1_sat_0_spec_0].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_hue_1_sat_0_spec_1].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_hue_1_sat_1_spec_1].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_hue_1_sat_1_spec_2].jpg,6,7,1,1,1,1,2,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_hue_2_sat_0_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_hue_2_sat_0_spec_1].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_hue_2_sat_0_spec_2].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_hue_2_sat_1_spec_0].jpg,6,7,1,1,1,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_hue_2_sat_1_spec_1].jpg,6,7,1,1,1,1,4,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][MERL_EDIT-beige-fabric_hue_3_black_spec_0].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-acrylic_felt_green_rgb].jpg,6,7,1,1,1,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-acrylic_felt_orange_rgb].jpg,6,7,1,1,1,1,4,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-acrylic_felt_pink_rgb].jpg,6,7,1,1,1,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-acrylic_felt_purple_rgb].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-acrylic_felt_white_rgb].jpg,6,7,1,1,1,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-acrylic_felt_yellow_rgb].jpg,6,7,1,1,1,1,7,7
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-aniso_brushed_aluminium_1_rgb].jpg,6,7,7,3,2,7,7,2.5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-aniso_copper_sheet_rgb].jpg,6,7,7,7,6,7,7,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-aniso_green_pvc_rgb].jpg,6,7,6,4,4,4,4,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-aniso_metallic_paper_copper_rgb].jpg,6,7,7,7,7,7,6,6.5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-aniso_metallic_paper_gold_rgb].jpg,6,7,7,2,2,7,7,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-aniso_miro_7_rgb].jpg,6,7,7,6,6,7,5,6
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-aniso_morpho_melenaus_rgb].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-aniso_sari_silk_2color_rgb].jpg,6,7,2,2,2,3,4,4
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-aurora_white_rgb].jpg,6,7,6,4,4,4,6,7
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-cardboard_rgb].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-cc_amber_citrine_rgb].jpg,6,7,6.5,2,5.5,6.5,5,4.5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-cc_blue_agat_rgb].jpg,6,7,6,5,5,5,5,4
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-cc_green_malachite_rgb].jpg,6,7,3,1,1,4,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-cc_ibiza_sunset_rgb].jpg,6,7,5.5,5,3.5,5.5,4,5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-cc_iris_purple_gem_rgb].jpg,6,7,7,1,1,7,6,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-cc_nothern_aurora_rgb].jpg,6,7,6,2,1,6,5,5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-cg_sunflower_rgb].jpg,6,7,6,6,6,6,6,6
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-chm_light_blue_rgb].jpg,6,7,7,7,5,7,6,6
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-chm_mint_rgb].jpg,6,7,7,6,6,7,6,4
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-chm_orange_rgb].jpg,6,7,7,6,5,7,6,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-cm_military_green_rgb].jpg,6,7,1,1,1,2,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-cm_toxic_green_rgb].jpg,6,7,4,2,1,1,4,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-cm_white_rgb].jpg,6,7,5,1,2,1,6,6
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-colodur_azure_4e_rgb].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-colodur_connemara_4c_rgb].jpg,6,7,1,1,1,1,3,4
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-colodur_kalahari_2a_rgb].jpg,6,7,1,1,1,1,4,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-colodur_napoli_4f_rgb].jpg,6,7,1,1,1,1,1.5,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-ilm_aniso_darth_vader_pants_rgb].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-ilm_aniso_tarkin_tunic_rgb].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-ilm_l3_37_dark_green_rgb].jpg,6,7,7,3,2,4,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-ilm_l3_37_matte_rgb].jpg,6,7,4,1.5,1,1,4.5,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-ilm_l3_37_metallic_rgb].jpg,6,7,7,7,7,7,7,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-ilm_solo_m_68_rgb].jpg,6,7,7,5,7,6,5,5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-ilm_solo_millennium_falcon_rgb].jpg,6,7,1.5,1,1,1,1.5,4
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-irid_flake_paint1_fine_rgb].jpg,6,7,7,7,7,7,7,6
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-irid_flake_paint1_rgb].jpg,6,7,6,3,5,5,1,4
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-irid_flake_paint2_rgb].jpg,6,7,5,4,1,4,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-laika_ceiling_paint_18_gray_rgb].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-leaf_maple_rgb].jpg,6,7,2.5,1.5,1.5,1.5,2.5,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-paper_blue_rgb].jpg,6,7,1,2,2,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-paper_green_rgb].jpg,6,7,1,1,1,1,6.5,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-paper_red_rgb].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-paper_white_rgb].jpg,6,7,3,1,1,1,5,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-paper_yellow_rgb].jpg,6,7,1,1,1,1,7,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-satin_blue_rgb].jpg,6,7,3,3,1,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-satin_gold_rgb].jpg,6,7,6,5,2,4,6,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-satin_purple_rgb].jpg,6,7,5,4,5,5,7,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-satin_rosaline_rgb].jpg,6,7,6,2,3,3,2,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-satin_white_rgb].jpg,6,7,7,4,4,4,4,4
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-spectralon_rgb].jpg,6,7,1,2,1,1,7,4
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-vch_dragon_eye_red_rgb].jpg,6,7,5,1,1,5,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-vch_frozen_amethyst_rgb].jpg,6,7,7,5,4,7,5,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-vch_golden_yellow_rgb].jpg,6,7,7,6,5,7,5,6
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-vch_silk_blue_rgb].jpg,6,7,5,5,3,3,4,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-vch_ultra_pink_rgb].jpg,6,7,7,7,3,7,7,7
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][RGL-weta_brushed_steel_satin_pink_rgb].jpg,6,7,6,5,7,7,6,6
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m001_3M_Scotchlite].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m002_car_paint01].jpg,6,7,3,2,1,2,1,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m003_carpet01].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m004_carpet02].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m005_carpet04].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m006_carpet05].jpg,6,7,1,1,1,2,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m009_corduroy01].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m010_fabric002].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m011_fabric005].jpg,6,7,1,1,1,1,3,4
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m012_fabric006].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m013_fabric008].jpg,6,7,1,1,1,1,1,5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m017_fabric012].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m018_fabric013].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m019_fabric014].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m020_fabric015].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m022_fabric017].jpg,6,7,1,1,1,1,1,1.5
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m023_fabric018].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m024_fabric019].jpg,6,7,1,1,1,1,1,6
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m025_fabric020].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m026_fabric021].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m027_fabric022].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m030_fabric025].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m031_fabric026].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m032_fabric027].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m033_fabric028].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m034_fabric040].jpg,6,7,1,1,1,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m035_fabric041].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m037_fabric043].jpg,6,7,1,1,1,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m039_fabric045].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m040_fabric046].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m041_fabric047].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m042_fabric048].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m043_fabric049].jpg,6,7,2,1,2,2,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m045_fabric050].jpg,6,7,1,1,1,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m046_fabric051].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m048_fabric070].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m049_fabric071].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m050_fabric073].jpg,6,7,1,2,1,1,1,3
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m051_fabric074].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m052_fabric075].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m053_fabric076].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m054_fabric077].jpg,6,7,1,1,1,1,6,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m056_fabric081].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m057_fabric082].jpg,6,7,1,1,1,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m058_fabric083].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m059_fabric086].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m060_fabric093].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m061_fabric094].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m062_fabric096].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m064_fabric099].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m065_fabric100].jpg,6,7,1,1,1,1,1,6
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m066_fabric101].jpg,6,7,1,1,1,1,1,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m067_fabric102].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m068_fabric103].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m069_fabric104].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m070_fabric105].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m071_fabric106].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m072_fabric107].jpg,6,7,1,1,1,1,2,4
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m073_fabric108].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m074_fabric111].jpg,6,7,3,2,1,3,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m075_fabric112].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m076_fabric113].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m077_fabric114].jpg,6,7,3,1,2,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m079_fabric116].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m080_fabric117].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m081_fabric118].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m082_fabric119].jpg,6,7,1,1,1,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m083_fabric120].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m084_fabric121].jpg,6,7,1,1,1,1,1.5,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m085_fabric122].jpg,6,7,1,2,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m087_fabric124].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m089_fabric126].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m090_fabric128].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m091_fabric129].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m092_fabric130].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m093_fabric131].jpg,6,7,1,1,1,1,3,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m094_fabric132].jpg,6,7,1,1,1,1,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m095_fabric134].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m096_fabric135].jpg,6,7,1,2,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m097_fabric136].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m098_fabric137].jpg,6,7,1,1,1,1,1,4
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m099_fabric139].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m100_fabric140].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m101_fabric143].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m104_fabric146].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m105_glitter01].jpg,6,7,2,2,2,2,2,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m106_leather01].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m107_leather02].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m110_leather05].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m113_leather08].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m114_leather09].jpg,6,7,2,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m115_leather10].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m116_leather11].jpg,6,7,1,1,1,2,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m117_leather12].jpg,6,7,1,1,1,1,1,6
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m118_leather13].jpg,6,7,1,1,1,1,3,2
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m119_leather14].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m120_leather15].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m121_leather16].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m122_paper01].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m126_plastic01].jpg,6,7,1,1,1,1,1,1
[2_3_tiber_1_2k_shift_-200][happy_vrip_vt][UTIA-m127_plastic02].jpg,6,7,1,1,1,1,1,1
